Submission id,prolificid,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
64ad44751df39b8c7df2cacd,63c5843c840c0bc68ed46b81,APPROVED,2023-07-11T12:01:27.244000Z,2023-07-11T12:26:05.417000Z,2023-07-13T17:18:09.144000,2023-07-11T12:26:06.229638Z,1479,NOCODE,41,"English, Pashto",26,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64ad44760dfb5ff9d994e156,5ddfa82bb28cf701132e7a78,APPROVED,2023-07-11T12:00:56.639000Z,2023-07-11T12:24:19.641000Z,2023-07-13T17:18:09.269000,2023-07-11T12:24:20.126899Z,1404,NOCODE,900,English,65,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad447772485a29a19e64cb,5e71ab071b6e9c0d4c356574,APPROVED,2023-07-11T12:00:55.075000Z,2023-07-11T12:44:59.661000Z,2023-07-13T17:18:09.380000,2023-07-11T12:45:00.135907Z,2645,NOCODE,666,English,66,Female,White,Netherlands,Australia,Netherlands,English,No,Unemployed (and job seeking)
64ad4480dfe4db42d107b5d8,5d51496d0d608800192c7a6c,APPROVED,2023-07-11T12:01:07.016000Z,2023-07-11T12:16:51.951000Z,2023-07-13T17:18:09.494000,2023-07-11T12:17:10.879157Z,945,NOCODE,321,English,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64ad448c72b661ccaeff6e4b,5edf8803c008532459792282,APPROVED,2023-07-11T12:02:53.891000Z,2023-07-11T13:00:11.887000Z,2023-07-13T17:18:09.615000,2023-07-11T13:00:12.354664Z,3438,NOCODE,993,English,38,Male,White,Sweden,Australia,Australia,English,No,Other
64ad449136db7bf9c9362159,60b880518b31da36270782eb,APPROVED,2023-07-11T12:01:21.799000Z,2023-07-11T13:42:43.053000Z,2023-07-13T17:18:09.741000,2023-07-11T13:42:43.624131Z,6082,NOCODE,385,"English, Afrikaans",29,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
64ad44937eb8bbe4bd86b666,62e96a0fedf3eba36804ff8f,APPROVED,2023-07-11T12:01:47.957000Z,2023-07-11T12:32:08.995000Z,2023-07-13T17:18:09.859000,2023-07-11T12:32:09.517479Z,1822,NOCODE,425,English,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64ad44978c32b3d2c0c19044,616abe2a4179e0e3aa295f8e,APPROVED,2023-07-11T12:01:31.462000Z,2023-07-11T12:42:53.982000Z,2023-07-13T17:18:09.986000,2023-07-11T12:42:54.374594Z,2483,NOCODE,333,English,67,Female,White,Germany,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad449a43d1641b6a4aaf2b,609343d3661501831e99ce8f,APPROVED,2023-07-11T12:01:35.894000Z,2023-07-11T12:38:38.158000Z,2023-07-13T17:18:10.403000,2023-07-11T12:38:38.911439Z,2223,C1RRNABN,416,English,55,Female,White,Canada,Canada,Canada,English,No,Full-Time
64ad449e395c1f8e8843b14b,64964aa1f009a15f6e5514f9,APPROVED,2023-07-11T12:04:06.014000Z,2023-07-11T13:06:36.831000Z,2023-07-13T17:18:10.556000,2023-07-11T13:06:37.948612Z,3751,NOCODE,8,English,40,Female,White,Australia,New Zealand,Australia,English,Yes,Other
64ad44a0b40a0a7be2271326,63fa26eac1c86fa597131481,APPROVED,2023-07-11T12:02:19.579000Z,2023-07-11T12:41:11.639000Z,2023-07-13T17:18:10.724000,2023-07-11T12:41:12.122688Z,2333,NOCODE,197,English,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad44a18731a57fd77f5125,5d28e4a39c0abf0001914784,APPROVED,2023-07-11T12:01:41.459000Z,2023-07-11T12:22:51.128000Z,2023-07-13T17:18:10.877000,2023-07-11T12:22:51.601507Z,1270,NOCODE,232,English,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64ad44a1fcf4334a8186b63d,5f31af089c42ef0ba3d6b150,APPROVED,2023-07-11T12:02:12.764000Z,2023-07-11T12:33:03.770000Z,2023-07-13T17:18:11.016000,2023-07-11T12:33:04.375172Z,1852,NOCODE,847,English,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad44a2678d28c04e3e7c2a,5efcbd999aad650a6e316a7f,APPROVED,2023-07-11T12:01:42.347000Z,2023-07-11T12:30:01.789000Z,2023-07-13T17:18:11.162000,2023-07-11T12:30:02.308672Z,1700,NOCODE,600,English,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
64ad44a3872682d2f15429e2,6058f44ba5dd4d83cc64bb21,APPROVED,2023-07-11T12:01:47.258000Z,2023-07-11T12:30:32.840000Z,2023-07-13T17:18:11.278000,2023-07-11T12:30:33.322621Z,1726,NOCODE,127,"English, Afrikaans",22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
64ad44a3b40a0a7be2271327,603e398b791c600929143195,APPROVED,2023-07-11T12:10:09.696000Z,2023-07-11T13:39:43.643000Z,2023-07-13T17:18:11.396000,2023-07-11T13:39:44.247081Z,5374,NOCODE,303,English,21,Male,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
64ad44a3fb611586621d1564,5cb24ee57a55ff00168880b3,APPROVED,2023-07-11T12:02:06.330000Z,2023-07-11T12:27:40.976000Z,2023-07-13T17:18:11.526000,2023-07-11T12:27:41.474699Z,1535,NOCODE,1392,English,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad44a880c957ad68f53b5b,5c61f1ba31489a0001fa8504,APPROVED,2023-07-11T12:08:19.422000Z,2023-07-11T12:43:19.825000Z,2023-07-13T17:18:11.679000,2023-07-11T12:43:20.306521Z,2101,NOCODE,157,English,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64ad44acadd6aad94b370676,6112892b5e6ad30da6d84b9e,APPROVED,2023-07-11T12:01:53.693000Z,2023-07-11T12:39:23.201000Z,2023-07-13T17:18:11.789000,2023-07-11T12:39:23.953219Z,2250,NOCODE,673,English,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad44ad722884c61e94d8c6,594e2ffc27f8fb000162078b,APPROVED,2023-07-11T12:01:53.975000Z,2023-07-11T12:24:15.317000Z,2023-07-13T17:18:11.902000,2023-07-11T12:24:15.872423Z,1342,NOCODE,1527,English,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64ad44adf81f328da2f5358d,6003f87a5cc6b04174b083d6,APPROVED,2023-07-11T12:01:53.986000Z,2023-07-11T12:50:40.048000Z,2023-07-13T17:18:12.019000,2023-07-11T12:50:40.504043Z,2927,NOCODE,126,English,26,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
64ad44ae705638f42a2aaa47,5c4f7b99b33a5300013dbfdd,APPROVED,2023-07-11T12:01:54.385000Z,2023-07-11T12:28:39.410000Z,2023-07-13T17:18:12.128000,2023-07-11T12:28:40.161368Z,1606,NOCODE,1529,English,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad44b2a8dd6f0382ed8025,602c5fd808e6c3528a8ba43b,APPROVED,2023-07-11T12:02:01.619000Z,2023-07-11T12:47:03.570000Z,2023-07-13T17:18:12.241000,2023-07-11T12:47:04.073272Z,2702,NOCODE,1359,English,22,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64ad44b3f62144c702c1b51a,5928947add1a250001b4e859,APPROVED,2023-07-11T12:01:59.495000Z,2023-07-11T12:39:09.675000Z,2023-07-13T17:18:12.355000,2023-07-11T12:39:10.717325Z,2231,NOCODE,1227,English,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64ad44b41f7ad7179d43b18f,5788c16f275be600013590a8,APPROVED,2023-07-11T12:02:50.498000Z,2023-07-11T12:52:43.290000Z,2023-07-13T17:18:12.472000,2023-07-11T12:52:44.397036Z,2993,NOCODE,899,English,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad44b42007c9abc3e0e7ef,58c57ce2a47dbb000171c9ca,APPROVED,2023-07-11T12:02:14.850000Z,2023-07-11T12:29:14.757000Z,2023-07-13T17:18:12.594000,2023-07-11T12:29:15.310921Z,1620,NOCODE,456,English,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad44b4433b185acc5c833e,5c3476a2f5ebd50001841284,APPROVED,2023-07-11T12:02:00.374000Z,2023-07-11T13:36:15.453000Z,2023-07-13T17:18:12.712000,2023-07-11T13:37:19.996730Z,5656,NOCODE,1829,"English, Italian",42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad44b6f2c5be10ba9e64ab,5c75779b280f660019d7ca5f,APPROVED,2023-07-11T12:02:03.630000Z,2023-07-11T12:33:41.948000Z,2023-07-13T17:18:12.821000,2023-07-11T12:33:42.491149Z,1899,NOCODE,126,English,23,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
64ad44b6f98adc3245c1b4fe,6075ecc30e7921c183644eaa,APPROVED,2023-07-11T12:02:03.817000Z,2023-07-11T12:32:45.045000Z,2023-07-13T17:18:12.937000,2023-07-11T12:32:45.707025Z,1842,NOCODE,236,English,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
64ad44b88dde5615f383ca3c,55117d8dfdf99b6593ea5236,APPROVED,2023-07-11T12:02:02.797000Z,2023-07-11T12:15:56.013000Z,2023-07-13T17:18:13.058000,2023-07-11T12:15:57.507966Z,834,NOCODE,825,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad44b8b10ced9ff4a851b0,607e6e60568d9d3b270c7ef8,APPROVED,2023-07-11T12:02:05.856000Z,2023-07-11T12:32:56.319000Z,2023-07-13T17:18:13.180000,2023-07-11T12:32:56.770676Z,1851,NOCODE,863,English,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad44bb44cc31e90569567b,5c32c343da51990001e538d1,APPROVED,2023-07-11T12:02:29.755000Z,2023-07-11T12:29:39.148000Z,2023-07-13T17:18:13.308000,2023-07-11T12:29:39.577866Z,1630,NOCODE,767,English,42,Female,White,Canada,Canada,Canada,English,No,Full-Time
64ad44bf722884c61e94d8cb,5bc35154e7382100017cb9ef,APPROVED,2023-07-11T12:02:59.681000Z,2023-07-11T12:38:47.438000Z,2023-07-13T17:18:13.418000,2023-07-11T12:38:48.171465Z,2148,NOCODE,1503,English,74,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad44c22c52d948f533c015,6165ed9d217fc0d814b2b6ce,APPROVED,2023-07-11T12:02:12.656000Z,2023-07-11T12:24:14.231000Z,2023-07-13T17:18:13.530000,2023-07-11T12:24:14.878875Z,1322,No code given at the end of study,81,English,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad44c27eb8bbe4bd86b672,647e06e4564c6d08e99046a2,APPROVED,2023-07-11T12:05:24.683000Z,2023-07-11T12:32:15.314000Z,2023-07-13T17:18:13.656000,2023-07-11T12:32:16.454901Z,1611,NOCODE,39,English,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
64ad44c6f98adc3245c1b503,6097ec1a8c0b4df21cbb9024,APPROVED,2023-07-11T12:02:14.757000Z,2023-07-11T12:38:39.753000Z,2023-07-13T17:18:13.769000,2023-07-11T12:38:40.220745Z,2185,NOCODE,464,"Afrikaans, English",43,Male,White,South Africa,South Africa,South Africa,English,No,Full-Time
64ad44c7a0ab2a32c1c19045,5f61ba7cfdaccd165da6985b,APPROVED,2023-07-11T12:02:23.342000Z,2023-07-11T12:26:44.196000Z,2023-07-13T17:18:13.886000,2023-07-11T12:26:44.691379Z,1461,NOCODE,580,English,45,Male,Asian,New Zealand,New Zealand,New Zealand,English,DATA_EXPIRED,DATA_EXPIRED
64ad44c9438f397b4125f978,63469f35701f6b1eb1e76b1f,APPROVED,2023-07-11T12:02:20.584000Z,2023-07-11T12:35:14.826000Z,2023-07-13T17:18:14.012000,2023-07-11T12:35:15.237987Z,1975,NOCODE,419,English,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad44d45129ec26c0f5b301,6088e7b7d327c199db58cf61,APPROVED,2023-07-11T12:02:32.773000Z,2023-07-11T12:42:53.015000Z,2023-07-13T17:18:14.138000,2023-07-11T12:42:53.479569Z,2421,NOCODE,390,English,32,Male,Black,Ghana,Korea,Ghana,English,Yes,Full-Time
64ad44ddaa48f0e0bb0b4c39,5e57e67bb836e0000d222062,APPROVED,2023-07-11T12:02:42.402000Z,2023-07-11T12:35:19.289000Z,2023-07-13T17:18:14.258000,2023-07-11T12:35:19.923027Z,1957,NOCODE,1230,English,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad44e99d18d3f35494e198,5ca3f484771e310017543f87,APPROVED,2023-07-11T12:02:54.848000Z,2023-07-11T12:47:03.878000Z,2023-07-13T17:18:14.370000,2023-07-11T12:47:04.330530Z,2650,NOCODE,592,"English, French",41,Female,White,Canada,Canada,Canada,English,No,Full-Time
64ad44eb09f6ae5a08276aa2,5e93a8cc1872a71f0aee8656,APPROVED,2023-07-11T12:07:55.519000Z,2023-07-11T12:42:12.215000Z,2023-07-13T17:18:14.484000,2023-07-11T12:42:12.652946Z,2057,NOCODE,565,English,DATA_EXPIRED,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
64ad44ecf81f328da2f5359b,569c01a19e8363000b2ffa33,APPROVED,2023-07-11T12:02:56.939000Z,2023-07-11T12:23:40.089000Z,2023-07-13T17:18:14.602000,2023-07-11T12:23:40.623781Z,1244,NOCODE,444,English,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64ad44f043d1641b6a4aaf57,623478b74666adc4ae9be6ab,APPROVED,2023-07-11T12:03:00.510000Z,2023-07-11T12:28:06.255000Z,2023-07-13T17:18:14.725000,2023-07-11T12:28:08.926334Z,1506,NOCODE,785,English,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad44f1d522330ef37e9814,5f4fbebb8bb76c0c01881651,APPROVED,2023-07-11T12:03:02.813000Z,2023-07-11T12:34:03.337000Z,2023-07-13T17:18:14.846000,2023-07-11T12:34:04.149361Z,1861,NOCODE,1109,English,60,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
64ad44f2e5e2edb2b4276a7e,60e197c98498a8f2baa8bc24,APPROVED,2023-07-11T12:03:05.607000Z,2023-07-11T12:45:48.059000Z,2023-07-13T17:18:15.014000,2023-07-11T12:45:48.556446Z,2563,NOCODE,482,"Dutch, English",50,Male,White,Netherlands,Australia,Netherlands,English,No,Full-Time
64ad44f3a9dd37126133bff6,5fbb9d170045d6d085a9bbbf,APPROVED,2023-07-11T12:07:03.703000Z,2023-07-11T13:06:47.449000Z,2023-07-13T17:18:15.137000,2023-07-11T13:06:49.394705Z,3584,NOCODE,512,English,28,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
64ad44f43457b7be46dfc8b9,5d2dbd506258f0000130b971,APPROVED,2023-07-11T12:03:05.027000Z,2023-07-11T12:33:44.083000Z,2023-07-13T17:18:15.269000,2023-07-11T12:33:44.596763Z,1840,NOCODE,572,English,56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
64ad44f6d522330ef37e9815,60fd1fd2b71ce21f7ee6e870,APPROVED,2023-07-11T12:05:15.124000Z,2023-07-11T12:33:11.667000Z,2023-07-13T17:18:15.387000,2023-07-11T12:33:12.321020Z,1677,NOCODE,276,English,20,Female,White,Canada,Canada,Canada,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad44f6df5743d2e4f1f936,636a740f2956031d8abf5bf1,APPROVED,2023-07-11T12:04:03.297000Z,2023-07-11T12:41:45.718000Z,2023-07-13T17:18:15.505000,2023-07-11T12:41:46.267212Z,2263,NOCODE,351,English,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad44fc92a700af1137ef3e,5de803ec45971077fcc114bc,APPROVED,2023-07-11T12:03:12.303000Z,2023-07-11T12:30:54.667000Z,2023-07-13T17:18:15.621000,2023-07-11T12:30:55.227978Z,1663,NOCODE,877,English,69,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64ad4502fa644d20da092b63,5ec4f7c3fd704d416a5087d2,APPROVED,2023-07-11T12:04:16.604000Z,2023-07-11T12:36:52.419000Z,2023-07-13T17:18:15.768000,2023-07-11T12:36:52.993613Z,1956,NOCODE,587,English,49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad450463e064a69a0a0129,5bf7be3abd1fd30001aa5498,APPROVED,2023-07-11T12:03:34.719000Z,2023-07-11T12:31:50.532000Z,2023-07-13T17:18:15.879000,2023-07-11T12:31:51.070861Z,1696,NOCODE,29,English,32,Female,DATA_EXPIRED,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64ad4509994f98dae74ce50e,6125067aa09e6b144c8ec8b6,APPROVED,2023-07-11T12:03:25.575000Z,2023-07-11T12:22:41.754000Z,2023-07-13T17:18:15.995000,2023-07-11T12:22:42.248301Z,1157,NOCODE,582,English,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad450cd85377468917d2e5,5fad0a601ab00734f83bf339,APPROVED,2023-07-11T12:03:24.332000Z,2023-07-11T12:46:34.065000Z,2023-07-13T17:18:16.108000,2023-07-11T12:46:34.562871Z,2590,NOCODE,219,English,24,Male,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
64ad450d9dcfa8ea511d15a0,5fd25420fc18fb0008f9e30e,APPROVED,2023-07-11T12:03:47.534000Z,2023-07-11T13:08:37.112000Z,2023-07-13T17:18:16.222000,2023-07-11T13:08:40.334723Z,3890,NOCODE,381,English,22,Female,Black,South Africa,South Africa,South Africa,English,Yes,DATA_EXPIRED
64ad45101f7ad7179d43b1ab,6303b4c05665ebafc44b5f19,APPROVED,2023-07-11T12:03:30.625000Z,2023-07-11T12:25:07.925000Z,2023-07-13T17:18:16.346000,2023-07-11T12:25:08.483356Z,1298,NOCODE,305,English,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad45102b802beb964aaefd,5a3996f6ae52e600010a0192,APPROVED,2023-07-11T12:04:46.438000Z,2023-07-11T12:49:58.260000Z,2023-07-13T17:18:16.483000,2023-07-11T12:49:58.761417Z,2712,NOCODE,505,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64ad4511792c7242765fae09,59d4b503e59146000112e521,APPROVED,2023-07-11T12:03:32.838000Z,2023-07-11T12:37:04.646000Z,2023-07-13T17:18:20.980000,2023-07-11T12:37:05.296567Z,2012,NOCODE,358,English,43,Female,Asian,Hong Kong,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64ad45151c9d95af273cebe0,64147bd031fe8ffa29c456ed,APPROVED,2023-07-11T12:03:38.171000Z,2023-07-11T12:41:33.963000Z,2023-07-13T17:18:21.169000,2023-07-11T12:41:34.479835Z,2276,NOCODE,96,English,22,Male,White,United Kingdom,Italy,United Kingdom,English,No,Unemployed (and job seeking)
64ad4515d2aab0feeb702636,5d1c9d39ff67e3000140ca87,APPROVED,2023-07-11T12:03:33.347000Z,2023-07-11T12:32:18.062000Z,2023-07-13T17:18:21.310000,2023-07-11T12:32:18.564840Z,1725,NOCODE,1604,English,59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad45177326bc2ab5c2e1b6,60b9f1fe58782eeab6372f1c,APPROVED,2023-07-11T12:03:35.015000Z,2023-07-11T12:43:45.509000Z,2023-07-13T17:18:21.461000,2023-07-11T12:43:46.330470Z,2411,NOCODE,652,"Afrikaans, English",35,Male,White,South Africa,South Africa,South Africa,English,No,Full-Time
64ad4518fcf4334a8186b65f,644033622f87627e42b9f41e,APPROVED,2023-07-11T12:03:42.521000Z,2023-07-11T12:35:17.496000Z,2023-07-13T17:18:21.609000,2023-07-11T12:35:17.955116Z,1895,NOCODE,111,English,63,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad45260b426ff41a83b701,5e946bbcc6ec097a16d2bc22,APPROVED,2023-07-11T12:03:55.263000Z,2023-07-11T12:43:09.899000Z,2023-07-13T17:18:21.728000,2023-07-11T12:43:10.493966Z,2355,NOCODE,836,English,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64ad4534fa644d20da092b6e,6075e12159e69162ee283711,APPROVED,2023-07-11T12:05:04.342000Z,2023-07-11T13:02:17.603000Z,2023-07-13T17:18:21.842000,2023-07-11T13:02:34.840649Z,3434,NOCODE,377,English,25,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
64ad453df96639ffc783b6d0,601903a3842bcc20df15b296,APPROVED,2023-07-11T12:04:13.779000Z,2023-07-11T12:46:50.219000Z,2023-07-13T17:18:21.962000,2023-07-11T12:46:50.740058Z,2557,NOCODE,540,English,34,Male,Black,South Africa,South Africa,South Africa,English,No,Part-Time
64ad4555e5e2edb2b4276a9a,5e2f2afece5e9a4ef7de8452,APPROVED,2023-07-11T12:05:24.102000Z,2023-07-11T12:42:56.140000Z,2023-07-13T17:18:22.097000,2023-07-11T12:42:56.738080Z,2253,NOCODE,1034,English,42,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad458553fbd8e5286a446e,59f6fb1cda08940001d4e8e5,APPROVED,2023-07-11T12:05:29.607000Z,2023-07-11T13:25:19.325000Z,2023-07-13T17:18:22.224000,2023-07-11T13:25:19.946448Z,4790,NOCODE,736,English,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64ad4665ad3a908e327f5129,60009ee6d7db7017e5bbadd1,APPROVED,2023-07-11T12:09:13.610000Z,2023-07-11T13:48:32.691000Z,2023-07-13T17:18:22.345000,2023-07-11T13:49:07.992597Z,5960,NOCODE,704,English,26,Male,Mixed,New Zealand,New Zealand,New Zealand,English,No,Full-Time
64ad496ed302e53d92c1902f,629382914e43b1736f2b1233,APPROVED,2023-07-11T12:22:10.392000Z,2023-07-11T12:47:13.630000Z,2023-07-13T17:18:22.470000,2023-07-11T12:47:14.115498Z,1504,NOCODE,594,English,61,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad5952ad25198cc7e0e798,631610af8e747093cd90e00d,APPROVED,2023-07-11T13:29:58.600000Z,2023-07-11T15:09:01.493000Z,2023-07-13T17:18:22.610000,2023-07-11T15:09:02.365578Z,5943,NOCODE,720,English,38,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad60eef1ce15fc7563e2a1,60cc30fe65c26745707fb08c,APPROVED,2023-07-11T14:02:50.704000Z,2023-07-11T14:24:33.399000Z,2023-07-13T17:18:22.761000,2023-07-11T14:24:37.967566Z,1303,NOCODE,154,English,22,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
64ad60ef8ac7ef012b7e97d9,5d8b66f5d189bd001a378273,APPROVED,2023-07-11T14:02:23.205000Z,2023-07-11T14:35:40.153000Z,2023-07-13T17:18:22.929000,2023-07-11T14:35:40.768838Z,1997,NOCODE,1672,English,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"